psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,mar,4-Mar,meet,rel1,intdatea,intdateb,intdatec,intdated,intdatee,celldatea,celldateb,breaka,breakb,date1a,date3a,date3b,date9a,date9b,date9c,date9d,rel5,rel6,q13a,q13b,q13c,age,educ2,emplnw,hisp,race,inc,lgbt
103144,1,1,48,48085,3,S,2,2,1,4, , ,1,1,1,1,2,2,2,2,2, ,2,1,1,1,1,3,1,1,1,2,1,1,3,3, , ,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,3,2,2,2,39,6,1,2,1,6,1
103145,1,1,49,49011,4,S,2,2,2,1, , ,1,1,2,2,2,2,2,1,2, , ,1,2,1,2,8,2,2,2,2,2,2, ,3,2, , ,1,2, , , , , , , ,2,1,1,2,2,8,8, , ,2,2,2,60,6,1,2,1,5,3
103146,1,1,34,34021,1,S,2,2,2,2, , ,1,1,1,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,64,3,3,2,1,7,1
103157,1,1,1,01073,3,U,1,1,1,4,1,1, ,1,2,1,2,2,2,2,2,2, ,1,2,1,2,7,2,2,2,2,1,1, ,1, , ,2,2,2,2,2,2,2,2,2,2,2,8,8,1,1,2,1,2,3,2,2,2,35,3,1,2,2,98,1
103159,1,1,35,35013,4,S,2,1,1,3,1,2, ,2,2,1,2,2,2,2,2,2, ,2,2,0, , , , , , , , , ,6,2, , ,2,2, , , , , , , ,2,1,1,1,2,1,1, , , , , ,26,5,5,1,1,4,1
103162,1,1,8,08001,4,S,2,2,2,3, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,2,2,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,1,2,1,1,3,2,2,2,52,3,1,2,1,3,3
103173,1,1,12,12011,3,S,1,2,2,4, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,8,8,2,8, , , , , ,77,3,3,2,1,2,1
103174,1,1,19,19185,2,U,1,1,1,1,1,1, ,1,2,2,1,2,1,1,2, , ,1,1,1,2,7,2,2,2,2,2,1, ,9,9, , ,2,2, , , , , , , ,2,2,2,8,8,8,8, , ,2,2,2,99,8,1,2,3,99,1
103175,1,1,48,48027,3,U,2,2,2,2, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,1, , ,2, , , , , , , , , , ,2,2,1,1,1,8, ,3, , , ,76,5,3,2,1,4,1
103176,1,1,13,13285,3,R,1,1,1,2,1,1, ,1,1,1,2,1,2,1,2,2, ,1,1,1,1,1,2,1,1,2,1,1,1,6,2, , ,2,2, , , , , , , ,2,1,1,1,1,2,2, , ,2,2,2,18,3,4,2,1,5,1
103177,1,1,51,51105,3,R,1,2,2,1, , ,2,2, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,1, ,5,2, , , , , , , , , , , , ,2,2,2,2,2,8, , ,2,2,2,74,3,3,2,1,1,8
103183,1,1,25,25005,1,U,2,1,2,3,1,1, ,1,1,1,1,2,2,2,2,2, ,1,1,1,1,1,2,1,2,1,1,1, ,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,38,3,1,1,1,6,1
103194,1,1,9,09001,1,S,2,1,2,1,1,1, ,2,1,2,2,2,2,1,1, , ,1,2,1,2,7,2,2,2,2,2,2, ,5,1,2, ,2,2,2,2,2,2, ,2,2,2,1,1,2,2,2,2, , ,2,2,2,99,6,2,2,1,9,1
103195,1,1,42,42079,1,S,1,2,2,4, , ,1,1,2,1,2,2,2,2,2, ,2,1,1,1,8,1,1,1,1,2,1,1,1,3,2, , ,2,2, , , , , , , ,2,1,1,1,1,2,2, , ,2,2,2,57,7,1,2,1,8,1
103201,1,1,55,55133,2,U,1,1,1,1,1,1, ,2,2,1,2,2,2,1,1,8, ,1,1,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,8,8,8,2,3,2,2,2,78,99,3,2,1,99,1
103202,1,1,48,48339,3,U,2,2,2,1, , ,1,1,1,2,1,2,2,1,1, , ,1,1,1,1,2,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,2,1,1,3,2,2,2,58,5,3,2,2,8,1
103210,1,1,44,44007,1,S,2,2,2,4, , ,1,2,1,1,2,2,2,2,2, ,1,1,1,1,2,14,2,2,2,2,2,2, ,1, , ,2,1,1,1,2,2,2, ,2,2,2,2,2,2,1,2,2,2,3,2,2,2,56,3,4,2,1,2,1
103214,1,1,31,31119,2,R,2,1,1,4,2,2, ,2, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,3,2, , , , , , , , , , , , ,2,2,1,1,1,1, , ,2,2,2,66,3,3,2,1,2,1
103226,1,1,17,17197,2,S,2,1,2,1,1,2, ,1,1,1,1,2,2,1,2,2, ,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,1,2,2,2,2,1,3,2,2,2,59,6,2,2,1,7,1
103228,1,1,36,36081,1,U,1,1,2,2,1,1, ,1,1,1,1,1,2,1,1,2, ,1,1,1,1,3,1,1,1,1,1,1,2,1, , ,2,1,2, , , , , , , ,2,2,2,8,2,1,1,1,3,2,2,2,50,8,1,2,2,9,1
103232,1,1,42,42101,1,U,1,1,2,3,1,1, ,1,1,1,2,2,2,2,2,2, ,1,2,1,2,2,1,2,1,2,1,1,1,6, , ,2,1,1,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,3,2,2,2,36,4,1,2,1,3,1
103234,1,1,27,27049,2,R,2,1,2,2,1,1, ,1,1,1,2,2,2,1,1,8, ,1,2,1,1,3,1,1,1,1,1,1,2,1, , ,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,1,2,30,4,2,2,1,3,3
103252,1,1,18,18081,2,S,1,2,2,3, , ,1,2,1,1,2,2,2,2,2, ,2,1,1,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,2,2,1,3,2,2,2,63,5,2,2,1,7,1
103262,1,1,42,42011,1,S,1,1,2,2,1,1, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,5,2, , ,2,2, , , , , , , ,2,2,2,1,1,2,1, , ,2,2,2,76,2,3,2,1,3,1
103271,1,1,12,12057,3,R,1,2,1,3, , ,1,1,2,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , ,6,1,1, ,2,2,2,2,2, , ,2,2,2,2,2,8,8,8,8, , , , , ,37,3,1,2,9,3,9
103275,1,1,42,42013,1,S,1,1,1,2,1,1, ,1,1,2,1,2,2,1,2, , ,1,1,1,1,1,1,2,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,59,6,2,2,1,8,1
103276,1,1,45,45013,3,R,1,1,1,1,1,1, ,1,2,1,2,2,2,1,2,2, ,2,1,0, , , , , , , , , ,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,1,2,1,2, , , ,75,6,3,2,1,7,1
103284,1,1,9,09003,1,S,1,2,2,4, , ,1,1,2,1,2,2,2,2,2, ,2,1,1,1,2,7,2,2,2,2,2,2, ,2, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,1,2,2,2,67,4,3,2,1,5,1
103285,1,1,37,37101,3,S,1,2,2,4, , ,1,1,2,1,2,2,2,2,2, ,1,1,1,1,1,1,2,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,1,2,2,3,2,2,2,54,5,3,2,1,7,1
103296,1,1,13,13039,3,R,2,2,1,3, , ,1,2,2,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,1,1,1,1,3,2,2,2,86,4,3,2,1,5,1
103302,1,1,48,48441,3,U,1,2,2,2, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,1,3,1,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,8,2,2,2,9,1,1,2,2,2,2,99,5,4,2,1,99,1
103303,1,1,10,10003,3,S,1,1,2,3,1,1, ,1,1,2,2,2,2,2,2, , ,1,1,1,2,9,1,2,2,2,2,2,2,3,9, , ,2,9, , , , , , , ,2,1,1,2,2,1,2, , ,9,2,2,99,6,3,2,1,99,9
103305,1,1,5,05033,3,S,2,2,2,2, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,1, , ,2, , , , , , , , , , ,2,2,1,1,1,2, ,3, , , ,79,4,3,2,1,99,1
103306,1,1,34,34023,1,S,1,1,1,2,1,1, ,1,1,1,2,2,2,1,2,2, ,1,2,1,1,2,1,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,2,2,2,2,64,4,5,2,1,8,1
103307,1,1,36,36109,1,S,1,1,2,4,1,1, ,2,1,1,1,2,2,2,2,2, ,1,2,1,2,2,2,2,2,2,2,1, ,3,2, , ,2,2, , , , , , , ,2,8,2,2,8,2,8, , ,2,2,2,43,8,1,2,1,4,1
103308,1,1,24,24033,3,S,1,2,1,4, , ,1,2,1,1,2,2,2,1,2, ,2,1,2,1,2,14,2,2,2,2,2,2, ,6,2, , ,2,2, , , , , , , ,1,2,2,2,2,2,2, , ,2,2,2,57,5,3,2,9,99,1
103316,1,1,5,05029,3,R,2,1,2,3,1,1, ,2,2,1,2,2,2,1,1,8, ,1,2,1,2,8,2,2,2,2,2,1, ,1, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,50,3,4,2,1,99,9
103328,1,1,18,18163,2,S,1,2,1,2, , ,1,1,1,2,2,2,2,2,2, , ,1,2,1,1,1,2,1,1,1,2,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,2,1,3,2,2,2,65,5,1,2,1,8,1
103331,1,1,26,26023,2,R,1,1,1,2,1,1, ,2,2,1,2,2,2,2,2,2, ,2,1,0, , , , , , , , , ,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,2, , , , , ,92,4,3,2,1,4,1
103338,1,1,21,21113,3,S,2,1,1,5,2,2, ,2, , , , , , , , , ,1,2,1,2,12,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,2,2,1,1, , ,2,2,2,66,3,6,2,1,3,1
103340,1,1,34,34023,1,S,1,1,1,9,1,1, ,2,2,1,2,2,2,1,2,9, ,2,2,0, , , , , , , , , ,9,9, , ,9,9, , , , , , , ,9,1,8,1,1,2,2, , , , , ,75,6,3,2,1,99,9
103343,1,1,8,08123,4,S,2,2,2,5, , ,1,2,1,1,2,2,2,2,1, ,1,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,1,1,3,2,2,2,71,4,2,2,1,99,1
103344,1,1,36,36085,1,U,2,1,2,2,1,1, ,1,1,1,1,2,2,1,2,2, ,1,1,1,1,1,1,1,1,2,1,1,3,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,56,8,1,2,1,99,1
103351,1,1,49,49035,4,S,1,2,2,3, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,4,2, , , , , , , , , , , , ,2,2,2,2,1,2, , , , , ,77,3,3,2,1,1,1
103353,1,1,18,18089,2,U,2,2,2,1, , ,1,2,2,2,2,2,2,1,1, , ,1,2,1,1,2,1,2,2,2,2,2,1,5,1,2, ,1,1,1,1,2,1, ,1,1,1,2,2,1,1,1,1, , ,2,1,1,57,4,3,1,2,9,1
103357,1,1,26,26091,2,R,1,2,2,3, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,2,4,2,2,2,2,2,2, ,5,2, , ,2,2, , , , , , , ,2,2,2,8,8,8,2, , ,2,2,2,85,6,3,2,1,98,1
103358,1,1,47,47037,3,U,1,1,1,4,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,8, , , , , , , , , , , , ,2,2,1,1,1,1, , , , , ,70,6,3,2,1,1,1
103363,1,1,48,48029,3,U,1,1,2,1,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,73,1,3,1,1,1,1
103364,1,1,8,08001,4,S,1,2,1,2, , ,1,1,1,2,2,2,2,2,2, , ,1,2,1,2,99,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,2,1,3,2,2,2,77,4,3,2,1,3,1
103370,1,1,41,41059,4,R,2,1,2,2,1,1, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,1,2,2,1,1,1,3,2,2,2,45,5,1,2,1,99,1
103373,1,1,49,49035,4,U,1,2,1,3, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,6,1,1, , , , , , , , , , , ,2,9,1,1,1,1, , , , , ,58,5,4,2,1,1,1
103375,1,1,48,48099,3,S,1,2,2,2, , ,1,2,1,1,2,2,2,2,2, ,2,1,2,1,2,2,1,2,1,2,2,2,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,1,1,1,3,2,2,2,73,3,3,1,1,99,1
103381,1,1,40,40031,3,S,1,2,2,3, , ,1,2,1,1,2,2,2,2,2, ,2,1,2,1,8,1,2,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,55,3,3,2,1,7,1
103390,1,1,6,06065,4,S,1,2,2,3, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,2, , ,2, , , , , , , , , , ,2,2,2,1,8,8, ,3,2,2,2,63,6,4,2,1,98,1
103391,1,1,6,06021,4,R,2,2,2,1, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,2,10,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,1,2,2,2,2,1,3,2,2,2,70,2,3,2,1,2,1
103397,1,1,6,06081,4,U,2,1,2,3,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,2,1,2,2, , ,2,2,2,89,8,3,2,1,5,1
103400,1,1,6,06001,4,S,1,1,2,9,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,9,9,9,9, , , , , ,94,99,3,2,1,99,9
103403,1,1,6,06081,4,S,2,2,2,2, , ,1,1,2,1,2,2,2,1,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,2, , ,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,59,8,2,2,1,9,1
103405,1,1,56,56021,4,U,2,1,2,4,1,1, ,2,2,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , ,3, , ,2,2,2, , , , , , , ,2,2,1,2,2,9,2,2,3, , , ,53,4,6,2,1,2,1
103408,1,1,8,08059,4,S,2,1,1,1,1,1, ,1,1,1,1,2,2,1,2,2, ,1,1,1,1,3,1,1,1,1,1,1,2,2, , ,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,63,8,1,2,1,5,1
103426,1,1,53,53033,4,S,2,2,1,3, , ,1,1,2,2,1,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,2,3,2,2,2,58,8,1,2,1,8,9
103427,1,1,45,45013,3,R,1,1,2,4,1,1, ,1,2,1,2,2,2,1,2,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,1,2,2,3,2,2,2,64,4,3,2,1,7,1
103434,1,1,39,39139,2,U,2,2,1,4, , ,1,1,2,1,1,2,2,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,2,1,2,2,2,2,66,3,3,2,1,3,3
103436,1,1,12,12109,3,S,1,1,2,4,1,1, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,9,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,2,8,8,8,8,1,3,9,9,9,99,4,4,2,1,99,1
103440,1,1,26,26125,2,S,2,1,1,4,1,1, ,1,1,1,1,2,2,2,2,2, ,1,2,1,1,1,2,1,1,1,2,1,1,3, , ,2,2,1,1,1,1,2,2,2,2,2,1,1,1,8,2,1,1,2,2,1,2,42,3,1,2,1,4,1
103442,1,1,12,12099,3,S,2,1,2,2,1,1, ,1,1,1,1,1,2,1,2,2, ,1,1,1,2,7,2,2,2,1,2,1, ,1, , ,2,1,2, , , , , , , ,1,1,1,1,2,2,2,1,2,2,2,2,42,8,2,2,1,99,1
103447,1,1,51,51127,3,S,1,2,1,3, , ,1,2,2,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , ,2, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,2,2,3, , , ,65,6,3,2,1,4,1
103450,1,1,18,18177,2,R,1,1,2,3,1,1, ,2,1,1,2,2,2,2,2,8, ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,8,1,1,3,2,2,2,65,3,3,2,1,3,1
103459,1,1,13,13097,3,S,1,1,2,2,1,1, ,1,2,1,2,2,2,1,2,2, ,1,1,1,1,1,2,1,1,2,1,2,2,3,2, , ,2,2, , , , , , , ,2,1,1,1,1,2,2, , ,2,2,2,53,6,1,2,1,8,1
103467,1,1,21,21119,3,R,1,1,1,5,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,4,2, , , , , , , , , , , , ,2,2,2,2,1,2, , ,2,2,2,49,8,1,2,1,9,1
103473,1,1,51,51041,3,S,2,1,2,8,1,1, ,1,2,1,2,2,2,2,2,2, ,1,2,1,2,98,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,1,2,2,1,1,3,2,2,2,83,3,3,2,1,4,1
103487,1,1,26,26161,2,S,1,1,1,3,1,1, ,2,2,1,1,1,2,2,2,2, ,2,2,0, , , , , , , , , ,6,2, , ,2,2, , , , , , , ,2,1,1,1,1,1,1, , , , , ,18,4,7,1,6,4,1
103498,1,1,51,51139,3,R,1,1,2,8,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,8,2,8,8,8,8, , , , , ,86,3,3,2,1,98,9
103501,1,1,45,45019,3,U,2,1,2,3,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,1,2,1,1,2,1, , ,2,2,2,88,1,3,2,2,1,1
103502,1,2,17,17031,2,U,1,1,2,2,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,1, , ,2, , , , , , , , , , ,2,2,2,2,2,1, ,3, , , ,56,2,2,1,6,99,1
103503,1,1,34,34035,1,S,1,2,1,3, , ,1,1,2,2,2,2,2,1,1, , ,1,1,1,1,1,1,1,1,2,2,1,1,1, , ,2,2,2, , , , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,84,8,3,2,1,8,1
103507,1,1,47,47043,3,S,2,1,2,3,1,1, ,2,1,1,2,2,2,1,2,2, ,1,2,1,2,6,2,2,2,2,2,1, ,3,1,2, ,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2, , ,2,1,2,55,3,3,2,1,2,1
103517,1,1,48,48029,3,U,1,1,2,1,1,1, ,2,2,1,2,2,2,1,1,2, ,1,2,1,2,98,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,1,8,2,1,1,3,2,2,2,65,3,5,2,1,99,1
103518,1,1,26,26031,2,R,1,1,2,4,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,2,2,8, ,3,2,2,2,56,8,3,2,1,99,1
103520,1,1,55,55007,2,R,2,2,2,4, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,1,8,1,2, , , , , ,87,3,3,2,1,2,4
103523,1,1,47,47157,3,U,1,1,2,1,1,1, ,2,2,1,2,2,2,1,2,2, ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,9,8,2,3,2,2,2,71,8,3,2,1,8,1
103524,1,1,18,18173,2,S,2,2,2,4, , ,2,2, , , , , , , , , ,1,2,1,8,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,1,8,2,1, ,3,2,2,2,85,1,3,2,1,99,1
103533,1,1,22,22117,3,R,1,1,2,3,1,1, ,1,1,2,2,2,2,2,2, , ,1,1,1,2,12,2,2,2,2,2,1, ,2, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,1,1,3,2,2,2,39,4,1,2,1,2,1
103534,1,1,48,48451,3,U,2,2,1,4, , ,1,1,2,1,2,2,2,2,2, ,2,2,2,0, , , , , , , , , ,3,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,2, , , , , ,54,3,6,1,1,2,1
103536,1,1,19,19179,2,R,2,2,2,4, , ,1,2,2,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , ,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,2,8, , , , , ,78,3,4,2,1,99,1
103537,1,1,19,19167,2,R,2,2,1,2, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,1,1,2,2, ,3,2,2,2,70,6,3,2,1,4,1
103538,1,1,48,48113,3,S,2,2,2,2, , ,2,2, , , , , , , , , ,1,2,1,2,8,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,9,9,2,2, ,3,2,2,2,62,4,4,2,1,9,1
103540,1,1,12,12033,3,S,2,2,1,4, , ,2,2, , , , , , , , , ,1,2,1,2,6,2,2,2,2,2,1, ,3,2, , , , , , , , , , , , ,2,2,1,8,8,2, , ,2,2,2,55,3,6,9,1,1,1
103546,1,1,12,12033,3,S,2,2,2,4, , ,2,2, , , , , , , , , ,1,2,1,2,6,2,2,2,2,2,2, ,3,2, , , , , , , , , , , , ,2,2,2,2,2,2, , ,2,2,2,83,3,3,2,1,3,1
103548,1,1,48,48453,3,S,1,1,1,3,1,1, ,2,1,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , ,1, , ,2,2,2, , , , , , , ,2,2,2,1,2,2,2,1,3, , , ,87,6,3,2,1,5,1
103549,1,1,22,22047,3,S,2,1,1,3,1,1, ,1,1,1,2,2,2,2,2,1, ,1,1,1,1,1,2,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,2,2,2,2,59,3,1,2,1,6,1
103550,1,1,27,27147,2,R,2,2,2,2, , ,1,2,2,2,2,2,2,9,2, , ,2,2,0, , , , , , , , , ,9,9, , ,2,2, , , , , , , ,2,2,2,2,2,2,8, , , , , ,62,8,1,2,1,99,1
103553,1,1,17,17117,2,S,2,1,1,1,1,2, ,2,2,2,2,2,1,1,1, , ,1,2,1,2,2,2,2,2,2,2,1, ,6, , ,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,2,19,4,3,2,1,98,1
103556,1,1,29,29113,2,S,2,1,2,2,1,1, ,1,2,1,2,2,2,2,2,2, ,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,2,3,2,2,2,70,3,3,2,1,99,1
103558,1,1,48,48355,3,U,1,2,1,2, , ,1,1,1,2,1,2,2,2,2, , ,1,1,1,1,3,1,2,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,1,2,2,2,2,2,82,4,3,2,1,6,1
103559,1,1,26,26087,2,S,2,2,1,2, , ,1,1,2,1,1,2,1,1,2, ,2,1,2,1,1,3,1,1,1,2,1,1,2,6,1,1, ,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1, , ,2,1,2,19,3,2,2,1,99,1
103560,1,1,25,25021,1,U,1,1,2,3,1,1, ,1,2,1,2,2,2,2,2,2, ,1,1,1,1,1,1,1,1,2,1,1,3,2, , ,2,2,2,2,2,2,2,2,1,2,2,2,2,9,2,2,1,2,8,2,2,2,25,4,1,2,2,4,1
103566,1,1,26,26023,2,R,2,1,1,1,1,1, ,1,1,1,1,2,8,1,1,2, ,2,2,0, , , , , , , , , ,3,1,1, ,2,1,2,2,2, , ,2,2,2,2,1,8,2,1,2, , , , , ,66,5,4,2,1,3,1
103568,1,1,36,36085,1,U,2,2,2,3, , ,1,2,2,2,1,2,2,2,2, , ,2,1,0, , , , , , , , , ,1, , ,2,2,2, , , , , , , ,2,1,1,2,2,2,8,1,3, , , ,99,6,1,2,1,99,1
103576,1,1,18,18003,2,S,2,1,1,3,1,1, ,1,1,2,2,2,2,1,1, , ,1,1,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,67,4,3,2,1,6,1
103587,1,1,9,09003,1,S,1,2,1,5, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,1, ,3,1,8, , , , , , ,1,2,2,9, ,8,2,8,2,9,1, , ,2,2,2,51,3,1,2,1,4,1
103588,1,1,36,36061,1,U,1,2,1,1, , ,1,1,1,1,1,1,2,1,1, ,2,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,2,1,1,3,2,2,2,53,8,1,2,1,8,1
103595,1,1,20,20177,2,U,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,3,1,1,1,1,1,1,2,3,2, , ,2,1, , , , , , , ,2,1,1,1,1,1,8, , ,2,1,2,44,4,5,2,1,6,1
103598,1,1,30,30029,4,R,2,2,1,3, , ,1,1,1,1,1,1,2,1,2, ,2,1,2,1,1,3,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,62,4,1,2,1,99,1
103601,1,1,4,04013,4,U,1,2,1,2, , ,1,2,1,1,1,2,2,1,2, ,2,1,2,1,2,7,2,2,2,2,1,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,1,1,1,2,2,2,2,78,3,3,2,1,6,1
103605,1,1,56,56029,4,R,1,1,1,2,1,1, ,2,1,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,8,8,8,8,1,3,2,2,2,81,6,3,2,1,6,1
103607,1,1,4,04013,4,S,2,2,2,2, , ,1,2,1,2,2,2,2,2,2, , ,1,2,1,2,8,2,2,2,2,2,2, ,3,2, , ,2,2, , , , , , , ,2,2,2,1,8,2,2, , ,2,2,2,80,4,3,2,1,2,1
103611,1,1,22,22119,3,R,2,1,2,5,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,2,2,2, ,3,2,2,2,79,3,3,2,2,2,1
103612,1,1,17,17115,2,S,1,1,2,3,1,1, ,1,1,2,2,2,2,1,2, , ,1,2,1,1,3,1,1,1,2,1,1,2,1, , ,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,2,2,2,40,6,1,2,1,6,1
