psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,mar,4-Mar,meet,rel1,intdatea,intdateb,intdatec,intdated,intdatee,celldatea,celldateb,breaka,breakb,date1a,date3a,date3b,date9a,date9b,date9c,date9d,rel5,rel6,q13a,q13b,q13c,age,educ2,emplnw,hisp,race,inc,lgbt
100006,1,1,5,05109,3,R,2,1,2,2,1,1, ,2,2,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,77,8,3,2,1,5,1
100017,1,1,17,17031,2,S,2,1,2,2,1,1, ,1,1,1,2,2,2,1,2,2, ,1,2,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,1,2,2,2,1,2,2,2,38,6,2,2,1,9,1
100025,1,1,34,34039,1,S,2,2,1,3, , ,1,1,1,2,2,2,2,1,2, , ,1,2,1,1,3,1,1,1,2,1,1,1,1, , ,2,1,2, , , , , , , ,2,1,1,1,2,2,1,1,1,2,2,2,51,4,1,2,4,8,1
100027,1,1,26,26045,2,S,1,2,1,5, , ,2,2, , , , , , , , , ,1,2,1,2,99,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,9,9,8,2, , ,2,2,2,88,4,3,2,1,2,9
100028,1,1,45,45091,3,U,2,2,2,3, , ,1,2,1,1,2,2,2,1,2, ,2,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,2,1,3,2,2,2,62,6,3,2,1,99,1
100031,1,1,19,19061,2,R,2,1,2,4,1,2, ,2,2,1,2,2,2,2,2,2, ,1,2,1,2,8,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,2,3,2,2,2,48,5,1,2,1,3,1
100036,1,1,34,34025,1,S,1,2,1,3, , ,1,1,1,1,1,2,2,1,2, ,2,1,1,1,1,3,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,1,2,3,2,2,2,77,6,3,2,1,7,1
100041,1,1,48,48245,3,U,1,1,1,5,1,1, ,2,1,1,2,2,2,1,1,1, ,1,2,1,2,98,2,2,1,2,2,1,2,2, , ,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,67,4,3,2,1,2,1
100052,1,1,12,12053,3,S,2,1,2,2,1,1, ,2,1,1,2,2,2,1,2,2, ,1,2,1,2,8,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,1,3,2,2,2,48,6,1,2,1,99,1
100056,1,1,55,55093,2,S,2,2,2,2, , ,1,2,1,1,2,2,2,2,2, ,2,1,2,1,2,14,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,1,2,2,1,1,3,2,2,2,59,4,1,2,1,5,1
100058,1,1,34,34013,1,S,2,1,1,3,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,1,1, , , , , , , , , , , ,2,2,2,2,1,2, , , , , ,79,3,3,2,2,98,1
100067,1,1,8,08075,4,R,2,2,2,2, , ,1,1,1,1,2,2,2,1,2, ,2,1,1,1,2,14,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,2,2,1,3,2,2,2,65,6,3,2,1,4,1
100071,1,1,28,28025,3,R,2,1,2,2,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,1,1,8,8, , , , , ,87,2,3,2,1,99,9
100076,1,1,47,47157,3,S,2,1,2,4,2,2, ,1,1,1,2,2,2,1,2,2, ,1,2,1,1,3,1,1,1,1,2,1,1,6,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,2,2,28,3,4,2,3,99,1
100081,1,1,51,51153,3,S,1,1,2,3,1,1, ,1,1,1,2,1,2,2,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,1, , ,2,2,2, , , , , , , ,2,1,2,2,1,2,8,1,3,2,2,2,56,4,1,2,2,8,1
100088,1,1,12,12053,3,S,2,1,2,3,2,2, ,1,2,2,2,2,9,2,2, , ,1,2,1,8,7,2,2,2,2,2,2, ,5,2, , ,2,2, , , , , , , ,2,2,2,1,2,1,2, , ,2,2,2,83,4,3,2,1,2,8
100096,1,1,55,55087,2,U,2,2,2,2, , ,1,1,1,2,2,2,2,1,2, , ,1,1,1,2,8,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,50,3,1,2,1,7,1
100100,1,1,36,36119,1,S,2,1,1,2,2,2, ,2, , , , , , , , , ,1,2,1,2,3,2,2,2,2,2,9, ,1, , ,2, , , , , , , , , , ,2,2,1,2,2,1, ,3,2,2,2,90,6,3,2,1,2,1
100104,1,1,49,49041,4,R,2,2,2,2, , ,1,1,1,1,2,2,2,1,2, ,2,1,1,1,1,1,1,1,1,2,1,1,1,3,2, , ,2,2, , , , , , , ,2,2,1,2,2,8,8, , ,2,2,2,50,5,1,2,1,99,1
100106,1,1,30,30099,4,R,2,2,1,3, , ,2,2, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,1, ,1, , ,2, , , , , , , , , , ,2,2,2,8,2,1, ,3,2,2,2,56,3,5,2,1,5,1
100107,1,1,12,12015,3,S,1,2,2,2, , ,1,1,1,1,1,1,2,2,2, ,2,1,1,1,1,3,1,1,1,1,1,1,2,5,2, , ,2,2, , , , , , , ,2,1,1,2,2,2,2, , ,2,2,2,64,3,3,2,1,3,1
100109,1,1,17,17031,2,U,1,1,2,2,1,1, ,1,1,1,2,1,2,1,2,2, ,1,2,1,8,2,1,1,1,2,1,1,2,6,2, , ,1,2, , , , , , , ,1,2,2,2,2,2,1, , ,2,2,2,18,3,2,2,1,4,1
100110,1,1,26,26099,2,S,2,2,2,2, , ,2,2, , , , , , , , , ,1,2,1,2,8,2,2,2,2,2,1, ,1, , ,2, , , , , , , , , , ,2,2,1,1,2,2, ,3,2,2,2,67,3,3,2,1,6,1
100115,1,1,8,08069,4,U,2,2,2,2, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,3,2, , , , , , , , , , , , ,2,1,9,9,8,9, , , , , ,71,3,3,2,1,7,4
100131,1,2,4,04013,4,U,2,1,1,1,2,2, ,2, , , , , , , , , ,1,2,1,2,1,2,2,2,2,2,1, ,1, , ,2, , , , , ,2,2,2,2, ,2,2,1,1,1,1, ,3,2,2,2,30,99,1,1,1,1,1
100133,1,1,26,26139,2,S,2,2,2,1, , ,1,1,1,1,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,1,2,1,2,1, , ,2,2,1, , , , , , , ,2,2,2,1,1,2,2,1,3,2,2,2,99,8,3,2,1,8,1
100139,1,1,12,12111,3,U,1,1,2,3,1,1, ,1,2,2,2,2,2,2,2, , ,1,1,1,2,98,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,2,3,2,2,2,66,4,3,2,1,6,1
100142,1,1,30,30049,4,R,1,1,2,3,1,2, ,2,1,2,2,2,2,1,2, , ,1,2,1,8,8,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,1,1,1,2,2,1,3,2,2,2,67,3,3,2,1,2,1
100144,1,1,4,04015,4,U,2,1,2,3,1,1, ,2,1,2,2,2,2,2,2, , ,1,2,1,2,98,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,58,5,1,2,1,7,1
100145,1,1,24,24017,3,S,2,2,1,5, , ,1,2,1,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,1,2,1,2,3,2,2,2,75,4,3,2,1,5,1
100158,1,1,53,53067,4,S,1,2,2,2, , ,2,2, , , , , , , , , ,1,2,1,2,10,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,1,2,1,2,2,2, ,3,2,2,2,80,6,3,2,1,5,1
100161,1,1,4,04013,4,U,2,2,1,1, , ,1,2,1,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,5,2, , ,1,2, , , , , , , ,2,2,2,8,1,2,2, , ,2,2,2,84,6,3,2,1,4,1
100162,1,1,47,47061,3,R,1,1,1,5,1,2, ,1,2,1,2,2,2,2,2,2, ,1,2,1,1,3,1,1,1,2,2,1,3,3, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,1,2,3,2,1,2,73,4,3,2,1,3,1
100165,1,1,6,06007,4,U,2,1,1,2,1,1, ,2,1,2,2,2,2,1,1, , ,1,1,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,1,1,2,2,8,1,3,2,2,2,67,8,3,2,1,99,1
100173,1,1,6,06037,4,U,2,2,2,2, , ,1,1,1,1,1,1,1,1,1, ,2,1,1,1,1,1,1,1,1,2,2,1,3,6, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,50,3,1,2,2,4,1
100182,1,1,55,55025,2,S,2,1,1,1,1,1, ,1,1,1,2,1,2,1,2,2, ,1,1,1,1,2,1,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,9,9,2,9,1,3,2,2,2,54,6,1,2,1,9,1
100184,1,1,41,41015,4,R,1,2,1,5, , ,2,2, , , , , , , , , ,1,2,1,8,14,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,2,2,8,1, , ,2,2,2,84,3,3,2,4,2,1
100189,1,1,47,47157,3,U,2,1,1,4,1,1, ,1,2,1,1,2,2,2,2,2, ,2,2,0, , , , , , , , , ,4, , ,2,2,2,2,2,2, , ,2,2,2,2,2,1,1,2,1,2,3, , , ,47,3,6,2,2,4,1
100190,1,1,55,55019,2,R,2,2,2,2, , ,1,1,1,1,2,2,2,2,2, ,1,1,2,1,1,3,1,1,1,2,1,1,1,1, , ,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,29,3,4,2,1,4,1
100193,1,1,41,41005,4,S,2,2,2,1, , ,1,1,1,1,1,2,2,1,2, ,1,1,1,1,1,3,1,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,2,1,1,1,2,2,2,51,7,2,2,1,7,1
100200,1,1,6,06007,4,U,2,1,2,1,1,1, ,1,1,1,2,2,8,2,2,8, ,1,1,1,1,3,1,1,1,2,1,1,2,2, , ,2,2,2, , , , , , , ,2,2,2,1,2,2,2,1,3,2,2,2,72,6,3,2,1,8,2
100201,1,1,6,06083,4,S,2,1,2,3,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,3,2, , , , , , , , , , , , ,2,2,1,8,2,8, , , , , ,87,3,3,2,1,99,1
100202,1,1,41,41005,4,S,2,1,2,2,2,2, ,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,2,2,2,1, , ,2,2,2,77,4,4,2,1,2,1
100203,1,1,6,06007,4,S,2,2,2,2, , ,1,2,2,2,2,2,2,1,2, , ,2,1,0, , , , , , , , , ,1, , ,2,1,2, , , , , , , ,2,1,1,2,1,2,2,1,3, , , ,76,8,3,2,4,5,1
100207,1,1,41,41067,4,S,1,1,2,2,1,1, ,1,1,2,1,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,8,1,2,2,1,2,2,2,2,45,8,1,1,1,8,1
100208,1,1,6,06033,4,R,2,2,2,1, , ,1,1,1,1,1,2,8,1,2, ,2,1,1,1,2,14,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,60,8,1,2,1,8,1
100209,1,1,6,06029,4,S,2,1,2,1,2,2, ,2, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,2,1,1, ,3,2,2,2,92,3,3,2,1,99,1
100213,1,1,6,06001,4,U,1,1,2,5,1,2, ,1,2,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,6,2, , ,2,2, , , , , , , ,2,2,2,1,2,1,1, , ,2,2,2,67,3,3,2,2,4,3
100214,1,1,41,41009,4,S,1,1,1,1,1,1, ,2,1,1,2,2,1,1,2,2, ,1,2,1,2,98,2,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,8,8,8,8,1,3,2,2,2,74,8,3,2,1,8,1
100215,1,1,32,32003,4,S,1,2,1,3, , ,1,1,1,1,2,2,2,1,2, ,2,1,1,1,1,1,2,2,1,2,2,2,2,1, , ,1,2,2,2,1,2,2, ,2,2,1,2,1,1,1,2,2,2,2,2,2,2,74,3,3,2,1,6,1
100216,1,1,6,06071,4,S,1,2,1,3, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,2,2,2,3,2,2,2,62,5,1,2,1,6,1
100221,1,1,6,06097,4,U,1,2,1,1, , ,1,1,1,2,2,2,2,1,2, , ,1,1,1,1,3,1,2,1,2,2,2,2,1, , ,2,2,2,1,1,2,2, ,2,2,1,1,1,1,1,2,1,1,2,2,2,2,70,8,3,2,1,6,1
100223,1,1,6,06083,4,U,1,1,1,2,1,1, ,2,2,1,2,2,2,1,2,2, ,1,2,1,2,11,2,2,2,2,2,1, ,3, , ,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,52,8,1,2,1,8,1
100228,1,1,23,23005,1,U,2,2,1,2, , ,1,1,1,1,1,1,1,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,1,2,2,1,2,2,2,2,59,8,1,2,1,8,1
100229,1,1,42,42061,1,R,1,1,2,3,1,1, ,2,2,2,2,2,2,1,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,8,8,2,2,1,3,2,2,2,60,3,3,2,1,99,1
100237,1,1,24,24037,3,R,1,2,1,3, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,1, ,3,2, , , , , , , , , , , , ,2,2,1,1,2,1, , ,2,2,2,68,6,3,2,1,6,2
100239,1,1,42,42095,1,U,1,2,1,3, , ,1,1,1,1,1,2,2,1,2, ,2,1,2,1,2,10,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,1,3,2,2,2,70,3,3,2,1,6,1
100240,1,1,42,42127,1,R,2,1,1,5,1,1, ,2,2,1,2,2,2,2,2,2, ,1,2,1,1,7,2,2,2,2,2,1, ,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,2,1, , ,2,2,2,62,4,3,2,1,99,1
100241,1,1,21,21015,3,S,2,1,2,2,1,1, ,2,1,1,2,2,2,1,2,2, ,2,2,0, , , , , , , , , ,1, , ,2,1,2, , , , , , , ,2,1,2,1,1,2,2,1,3, , , ,53,5,3,2,1,9,1
100243,1,1,18,18015,2,S,2,1,2,2,1,1, ,2,1,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,1,3,2,2,2,64,3,3,2,1,99,1
100247,1,1,42,42065,1,R,2,2,2,2, , ,1,2,1,1,2,2,2,2,2, ,2,1,2,1,2,3,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,1,2,1,2,2,2,1,3,2,2,2,67,98,3,2,1,5,1
100248,1,1,11,11001,3,U,1,1,2,2,2,1, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,5,1,1, ,2,2,2,2,2,2, ,2,2,2,1,2,1,2,2,2, , ,2,2,2,86,6,3,2,2,3,1
100256,1,1,36,36055,1,S,2,2,1,1, , ,1,2,1,2,2,2,2,1,1, , ,1,2,1,2,7,2,2,2,2,2,2, ,9, , ,2,2,2, , , , , , , ,2,2,2,9,9,2,9,2,3,2,2,2,99,3,3,2,1,7,9
100259,1,1,42,42003,1,S,1,2,2,1, , ,1,1,1,1,2,2,2,1,2, ,2,1,1,1,1,1,1,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,2,2,2,2,45,8,4,2,1,9,1
100265,1,1,48,48145,3,R,2,2,2,3, , ,1,1,1,1,8,2,2,2,2, ,2,1,2,1,1,3,2,2,1,2,2,1,2,1, , ,2,2,1,2,2,2,2,2,2,2,2,8,2,2,2,2,1,1,3,2,1,9,47,6,1,2,2,6,1
100279,1,1,36,36001,1,S,2,2,1,3, , ,1,1,1,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,1,1,1,2,6, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,1,1,3,2,2,2,32,8,1,2,1,6,2
100281,1,1,27,27053,2,U,1,1,2,2,1,1, ,1,1,2,2,2,2,1,2, , ,1,2,1,1,3,1,2,1,2,2,1,2,1, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,34,8,1,2,2,7,1
100288,1,1,47,47061,3,R,1,2,1,5, , ,1,1,2,1,1,2,2,1,1, ,2,1,1,1,2,12,2,2,1,2,1,1,2,4,1,1, ,2,1,2,2,2,1,1,2,1,2,1,2,8,1,2,1, , ,8,1,2,27,4,4,2,5,2,1
100292,1,1,48,48037,3,U,1,1,2,5,1,2, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,14,2,2,2,2,2,2, ,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,2,1, , ,2,2,2,65,4,3,2,2,2,1
100294,1,1,45,45035,3,S,2,1,2,4,1,1, ,1,1,1,2,2,2,2,2,2, ,2,1,0, , , , , , , , , ,6,2, , ,2,2, , , , , , , ,2,2,2,2,1,2,1, , , , , ,21,3,6,2,1,98,1
100296,1,1,8,08085,4,R,1,1,2,3,1,1, ,1,2,2,2,2,2,2,2, , ,1,2,1,2,2,2,2,2,2,2,2, ,4,2, , ,2,2, , , , , , , ,2,2,2,2,2,9,9, , ,2,2,2,68,6,3,2,1,2,1
100298,1,1,37,37179,3,U,1,1,2,1,1,1, ,1,2,1,2,2,2,1,2,2, ,1,1,1,1,3,1,2,1,2,1,1,2,1, , ,2,1,2, , , , , , , ,2,2,2,2,2,8,8,1,3,2,2,2,42,6,4,2,1,98,1
100299,1,1,46,46019,2,R,1,2,1,4, , ,1,2,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,8,8,8,8,1,3,2,2,2,59,3,1,9,1,6,9
100306,1,1,28,28033,3,S,2,1,1,1,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,1, , ,2, , , , , , , , , , ,2,2,2,2,8,2, ,3, , , ,62,2,1,2,1,2,1
100307,1,1,53,53003,4,S,2,1,1,3,2,2, ,2, , , , , , , , , ,1,1,1,1,3,2,2,2,2,1,1, ,6, , ,2, , , , , ,1,2,2,2, ,2,2,1,2,2,1, ,3,2,2,2,22,3,4,2,1,1,1
100311,1,1,55,55025,2,S,1,2,2,2, , ,2,2, , , , , , , , , ,1,2,1,8,12,2,2,1,2,2,2,8,2, , ,2, , , , , , , , , , ,2,2,8,2,2,8, ,3,2,2,2,81,6,3,2,1,98,1
100315,1,2,6,06037,4,U,2,1,2,3,2,2, ,2, , , , , , , , , ,2,2,0, , , , , , , , , ,1, , ,2, , , , , , , , , , ,2,2,2,2,2,2, ,3, , , ,49,1,4,1,1,1,1
100321,1,1,27,27055,2,S,1,1,1,3,1,1, ,2,2,2,2,2,2,2,2, , ,1,2,1,2,10,2,2,2,2,2,2, ,1, , ,9,2,2, , , , , , , ,2,2,2,8,8,2,9,1,3,2,2,2,80,3,3,2,1,99,9
100322,1,1,24,24015,3,S,1,1,1,2,1,1, ,2,2,1,1,2,2,1,2,2, ,1,2,1,2,8,2,2,2,2,1,1, ,6,8, , ,2,1, , , , , , , ,2,2,2,1,2,2,1, , ,2,2,2,20,3,4,2,1,2,1
100327,1,1,12,12057,3,S,2,1,1,5,1,1, ,1,1,1,1,2,2,1,1,2, ,1,1,1,1,3,1,1,1,1,1,1,3,1, , ,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,3,1,1,1,38,6,1,2,8,99,1
100331,1,1,48,48037,3,U,1,2,1,5, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,1,2, ,3,1,1, , , , , , ,2, ,2,2, ,2,2,2,2,2,2, , ,2,2,2,60,3,4,2,2,1,1
100334,1,1,42,42003,1,S,2,1,1,2,1,1, ,1,1,2,1,2,2,1,2, , ,1,2,1,1,2,1,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,2,1,8,8,2,8,1,2,2,2,2,59,8,5,2,1,9,1
100336,1,1,42,42129,1,S,2,2,2,3, , ,1,1,2,1,2,2,2,2,2, ,1,1,2,1,1,1,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,2,1,1,8,1,3,2,2,2,68,3,3,2,1,6,1
100346,1,1,4,04013,4,U,1,1,2,3,2,1, ,1,2,2,2,2,2,2,2, , ,1,1,1,2,2,1,2,1,1,2,2,1,9,2, , ,2,2, , , , , , , ,2,2,2,2,1,1,1, , ,2,2,2,83,5,3,2,1,99,1
100351,1,1,30,30111,4,U,1,1,1,2,1,1, ,1,1,2,1,2,2,2,2, , ,1,2,1,1,4,1,1,1,2,2,1,2,1, , ,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,60,6,1,2,1,8,1
100358,1,2,32,32003,4,S,1,1,1,2,1,1, ,1,2,2,2,2,2,2,2, , ,2,1,0, , , , , , , , , ,1, , ,2,2,2, , , , , , , ,2,2,2,8,2,2,2,2,3, , , ,97,3,3,1,6,8,8
100360,1,1,6,06007,4,S,2,2,2,1, , ,1,1,1,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,2,2,1,2,1, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,2,2,2,32,6,1,2,1,8,1
100363,1,1,6,06065,4,S,1,1,1,2,1,1, ,1,1,1,2,2,2,2,2,2, ,1,2,1,1,3,1,1,2,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,2,1,3,2,2,2,78,6,3,2,1,6,1
100364,1,1,6,06071,4,S,2,2,2,2, , ,1,2,2,1,1,2,2,2,2, ,2,1,2,1,2,8,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,1,2,2,2,2,1,3,2,2,2,50,8,1,2,1,98,1
100366,1,1,6,06037,4,S,2,2,2,3, , ,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,1,1,2,2,2,2, ,3,2,2,2,72,5,4,2,1,4,1
100367,1,1,53,53063,4,S,1,2,2,2, , ,1,1,1,1,1,2,2,2,2, ,2,1,2,1,2,98,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,2,2,8,8,2,2,1,3,2,2,2,77,7,3,2,1,9,1
100368,1,1,6,06031,4,S,1,1,2,2,1,1, ,1,1,1,2,2,2,1,2,2, ,2,2,0, , , , , , , , , ,6,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,2, , , , , ,54,98,3,1,1,2,1
100369,1,1,2,02020,4,U,2,1,1,4,1,1, ,1,1,1,2,2,9,1,1,2, ,2,2,0, , , , , , , , , ,9, , ,2,1,2, , , , , , , ,2,1,2,9,8,8,8,1,9, , , ,99,99,2,2,1,99,1
100373,1,1,2,02130,4,R,1,1,2,1,1,1, ,1,2,1,1,2,2,2,2,1, ,1,1,1,1,98,2,2,1,2,2,1,2,6,2, , ,2,2, , , , , , , ,2,2,2,8,8,2,2, , ,2,2,2,32,3,1,2,3,1,1
100387,1,1,8,08069,4,U,1,2,1,3, , ,1,2,2,2,2,2,2,1,1, , ,2,2,0, , , , , , , , , ,1, , ,2,2,2,2,2,2, , ,2,2,1,1,2,1,2,2,2,1,3, , , ,57,5,1,2,1,99,1
100393,1,2,6,06071,4,U,1,1,2,3,1,1, ,1,2,1,1,2,2,1,1,2, ,1,2,1,2,9,2,2,2,2,2,1, ,6,2, , ,2,1, , , , , , , ,2,1,2,2,2,1,1, , ,2,2,2,20,6,1,1,9,99,1
100410,1,1,12,12083,3,S,1,1,2,5,1,1, ,1,2,2,2,2,2,1,1, , ,1,1,1,2,98,2,2,1,2,2,2,2,9, , ,2,2,2, , , , , , , ,2,2,2,2,2,9,8,1,3,2,2,2,70,5,3,9,9,99,9
100414,1,1,18,18097,2,U,2,1,1,4,1,2, ,1,2,2,2,2,2,2,2, , ,1,1,1,1,3,1,2,1,2,1,1,2,2, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,2,1,2,2,2,2,48,3,1,2,2,4,1
100415,1,1,12,12099,3,S,2,2,2,4, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,1,8,1,1, , , , , ,96,4,3,2,1,2,1
100417,1,1,42,42021,1,S,2,1,2,2,1,1, ,1,1,1,2,2,2,2,2,2, ,1,1,1,1,1,1,2,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,36,5,2,2,1,6,1
100418,1,1,37,37119,3,U,2,2,2,2, , ,1,2,1,1,2,2,2,1,1, ,2,1,1,1,2,7,2,2,2,2,2,2, ,5,2, , ,1,2, , , , , , , ,2,1,2,2,2,1,2, , ,2,2,2,74,6,3,2,1,7,1
100420,1,1,39,39153,2,S,1,1,1,3,1,2, ,2,2,2,2,2,2,1,2, , ,2,2,0, , , , , , , , , ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,2,2,1,3, , , ,51,6,3,2,1,99,1
100423,1,1,42,42049,1,S,1,1,2,1,1,1, ,1,2,1,2,2,2,2,2,2, ,1,1,1,8,1,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,2,1,3,2,2,2,64,3,1,2,1,6,1
100432,1,1,18,18097,2,U,2,2,2,4, , ,1,2,2,2,2,2,2,1,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,3,2, , ,2,2, , , , , , , ,2,2,2,2,1,2,1, , ,2,2,2,60,4,1,2,1,99,8
100434,1,1,51,51810,3,U,2,1,1,4,1,2, ,1,2,1,2,1,2,1,2,2, ,1,2,1,2,1,2,1,1,2,1,1,1,6,2, , ,2,1, , , , , , , ,2,1,2,1,9,8,8, , ,2,2,2,35,6,1,2,3,99,1
100446,1,1,42,42041,1,R,1,1,2,1,2,1, ,2,2,2,2,2,2,1,2, , ,1,2,1,8,7,2,2,2,2,1,2, ,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,8, , ,2,2,2,88,8,3,2,1,2,1
100447,1,1,21,21037,3,S,1,2,2,1, , ,2,2, , , , , , , , , ,2,2,0, , , , , , , , , ,5,2, , , , , , , , , , , , ,2,2,1,1,2,2, , , , , ,87,3,3,2,1,3,1
100452,1,1,51,51810,3,U,1,2,2,4, , ,1,2,1,2,1,2,2,1,2, , ,2,1,0, , , , , , , , , ,3,9, , ,1,2, , , , , , , ,9,1,1,1,2,2,1, , , , , ,51,8,3,2,1,99,1
